complaint_text,category,priority
the library closes 30 minutes early and students with late classes cant use it please help,Library,Medium
there is no clear information on campus about where to go if harassed please help,Harassment,Low
the admin office shared my personal information with someone outside the university i need help with this,Administration,High
my degree was issued with the wrong name and admin is refusing to correct it it has been ignored for too long,Administration,High
seating in the cafeteria is not enough students have to eat standing,Cafeteria / Food,Medium
a student fainted in the library due to heat and no staff came to help i need help with this,Library,High
someone sent me threatening messages saying they will hurt me if i report them please look into this,Harassment,High
hi curfew rules in the hostel are different for different students unfairly,Hostel,Medium
the transport service was completely cancelled today with no notice please look into this,Transport,High
my teacher failed me on purpose because i complained about him last semester kindly resolve this,Harassment,High
portal has been down since 3 days and i cant check my timetable kindly resolve this,IT / Portal,Medium
hi there is no clear process explained for how to appeal an exam result,Administration,Medium
there should be a clear list of required documents displayed at the office kindly resolve this,Administration,Low
i have a disability and was denied extra time in the exam without reason i need help with this,Academics / Faculty,High
urgent the portal is not opening at all and my project submission closes in 2 hours,IT / Portal,High
the bus was so overcrowded a student fell and got injured this needs to be fixed,Transport,High
hi lecture slides have very small text and are hard to read,Academics / Faculty,Low
cafeteria runs out of food by 1pm and many students are left with nothing,Cafeteria / Food,Medium
the washing machines in the hostel have been broken for a week no one has responded yet,Hostel,Medium
the admin office never replies to emails or picks up the phone it has been ignored for too long,Administration,Medium
there should be a clear list of required documents displayed at the office i need help with this,Administration,Low
there are no anti harassment posters anywhere on campus please help,Harassment,Low
the cafeteria needs more seating especially during lunch time this needs to be fixed,Cafeteria / Food,Low
teacher leaves 30 minutes early and does not finish the lecture,Academics / Faculty,Medium
a teacher is giving better marks to students he likes and ignoring the rest of us i need help with this,Harassment,Medium
my final result shows fail but i passed all my assessments kindly resolve this,Academics / Faculty,High
a teacher made inappropriate comments about my appearance in front of the class i need help with this,Harassment,High
my account got hacked and someone changed my password i cant login it has been ignored for too long,IT / Portal,High
there should be more interaction in class instead of only lecture delivery no one has responded yet,Academics / Faculty,Low
i got locked out of my account and the reset email is not coming this needs to be fixed,IT / Portal,High
canteen staff are rude and dismissive when students have complaints please help,Cafeteria / Food,Medium
the library system deleted all my saved research and thesis deadline is tomorrow no one has responded yet,Library,High
multiple students got sick after eating from the hostel canteen yesterday please help,Cafeteria / Food,High
the library does not have enough copies of the books on the recommended list,Library,Medium
i reported bullying last week but no one has followed up with me no one has responded yet,Harassment,Medium
the cafeteria wifi is very weak and doesnt work inside this needs to be fixed,Cafeteria / Food,Low
my thesis supervisor disappeared and is not responding since 3 weeks it has been ignored for too long,Academics / Faculty,High
a student vomited after eating from the cafeteria and went to hospital it has been ignored for too long,Cafeteria / Food,High
the ac in the library has not worked for a week its too hot to study please help,Library,Medium
my exam registration was rejected with no reason and finals are next week it has been ignored for too long,Administration,High
it would help if admin sent updates when documents are ready for pickup i need help with this,Administration,Low
i cant update my phone number on the portal profile no one has responded yet,IT / Portal,Low
it would help to have the cleaning schedule posted in the hostel,Hostel,Low
the admin staff gave me wrong information about the document requirements no one has responded yet,Administration,Medium
multiple students got sick after eating from the hostel canteen yesterday no one has responded yet,Cafeteria / Food,High
the displayed bus schedule is outdated and confusing this needs to be fixed,Transport,Low
there should be a student support group for people who face bullying kindly resolve this,Harassment,Low
the lms keeps logging me out every few minutes no one has responded yet,IT / Portal,Medium
the canteen should offer a student discount card it has been ignored for too long,Cafeteria / Food,Low
hi no halal options are available at the main cafeteria,Cafeteria / Food,Medium
there is raw sewage overflowing in the hostel bathroom area no one has responded yet,Hostel,High
lecture slides are uploaded after the class not before which is not helpful,Academics / Faculty,Medium
it would be nice if the teacher held an extra revision session before exams i need help with this,Academics / Faculty,Low
the brakes of the university van made a loud noise and felt like they failed i need help with this,Transport,High
teacher has been absent for 2 weeks and no replacement has been arranged kindly resolve this,Academics / Faculty,High
hi the library closes 30 minutes early and students with late classes cant use it,Library,Medium
i cant register for finals because the system keeps showing an error please look into this,IT / Portal,High
the lms keeps logging me out every few minutes i need help with this,IT / Portal,Medium
there are not enough bathrooms for the number of students in the hostel kindly resolve this,Hostel,Medium
urgent there has been no electricity in my hostel block for 2 days,Hostel,High
a digital display near the library entrance showing available books would help no one has responded yet,Library,Low
the cafeteria wifi is very weak and doesnt work inside kindly resolve this,Cafeteria / Food,Low
the cafeteria needs better lighting it is too dim inside please look into this,Cafeteria / Food,Low
a self checkout machine would make borrowing books much faster,Library,Low
there is no way to track the status of a complaint on the portal i need help with this,IT / Portal,Low
i need a bonafide letter urgently but the office says it will take 2 weeks please look into this,Administration,Medium
there should be a suggestion box at the cafeteria for feedback kindly resolve this,Cafeteria / Food,Low
the library notice board is very cluttered and hard to read,Library,Low
ac in the university bus has not worked for a week i need help with this,Transport,Medium
teacher covers too much in one class and does not check if we understand i need help with this,Academics / Faculty,Medium
the portal design is very confusing and hard to navigate kindly resolve this,IT / Portal,Low
urgent i received racist abuse from a classmate and when i reported it nothing happened,Harassment,High
some seniors talk down to juniors and it creates a bad environment this needs to be fixed,Harassment,Low
extra bus trips should be added during exams this needs to be fixed,Transport,Low
a complaint or feedback option for transport would be useful no one has responded yet,Transport,Low
the library closes 30 minutes early and students with late classes cant use it please look into this,Library,Medium
more variety of books related to our new courses should be added kindly resolve this,Library,Low
urgent my assignment marks were given to the wrong student in the system,Academics / Faculty,High
more charging points are needed in the library please look into this,Library,Low
my exam registration was rejected with no reason and finals are next week no one has responded yet,Administration,High
the harassment reporting process is too complicated and discourages students this needs to be fixed,Harassment,Low
the portal doesnt work on my phone at all only on laptop kindly resolve this,IT / Portal,Medium
the queue at the admin office is very disorganized this needs to be fixed,Administration,Low
there should be a clear list of required documents displayed at the office please look into this,Administration,Low
the exam portal crashed during my online test and my answers were lost kindly resolve this,IT / Portal,High
hi the driver was clearly not well and was driving in a dangerous manner,Transport,High
my enrollment was cancelled without any warning and i found out from a friend please help,Administration,High
there should be a group discussion room in or near the library no one has responded yet,Library,Low
the wrong exam was given to our class and our result is now in question it has been ignored for too long,Academics / Faculty,High
a student was threatened by the driver when she complained about his driving i need help with this,Transport,High
teacher is not available during office hours when students need help no one has responded yet,Academics / Faculty,Medium
bus timings during exams were changed and students missed the paper kindly resolve this,Transport,Medium
my scholarship money has not arrived for 2 months and i cant pay rent i need help with this,Administration,High
a bicycle parking area near the bus stop would be convenient please help,Transport,Low
the bus was so overcrowded a student fell and got injured kindly resolve this,Transport,High
it would be nice if the canteen had a quiet section for eating alone please help,Cafeteria / Food,Low
not enough seats in the library during exam season kindly resolve this,Library,Medium
a senior student has been threatening me and i am scared to come to campus please look into this,Harassment,High
the food being served is clearly expired the packaging dates were scratched off no one has responded yet,Cafeteria / Food,High
hi the bus driver does not wait even 1 minute if students are slightly late,Transport,Medium
the portal should show which assignments have been graded already please look into this,IT / Portal,Low
someone else is logged into my student account and i dont know how please look into this,IT / Portal,High
the library emergency exit is locked from the outside which is dangerous please look into this,Library,High
there should be a student support group for people who face bullying please help,Harassment,Low
there should be a reminder system for book return deadlines,Library,Low
hostel wifi goes off every night and i cant study this needs to be fixed,Hostel,Medium
search on the portal is not useful it never finds what i need kindly resolve this,IT / Portal,Low
urgent the exam portal crashed during my online test and my answers were lost,IT / Portal,High
the cooking area in the canteen has visible mold and is never cleaned kindly resolve this,Cafeteria / Food,High
hi i was wrongly charged double fees and the finance office is not responding,Administration,High
my hostel room was given to someone else while my stuff was still in it please help,Hostel,Medium
there should be a student support group for people who face bullying no one has responded yet,Harassment,Low
extra bus trips should be added during exams please look into this,Transport,Low
the library should offer headphone rentals for students,Library,Low
it would be helpful if lectures were recorded for revision i need help with this,Academics / Faculty,Low
the printer in the library has been broken for 5 days it has been ignored for too long,Library,Medium
teacher covers too much in one class and does not check if we understand this needs to be fixed,Academics / Faculty,Medium
the pick up point near block a is too far for students with heavy bags,Transport,Low
admin should clearly display how long each process takes kindly resolve this,Administration,Low
the admin staff gave me wrong information about the document requirements i need help with this,Administration,Medium
students should be allowed to have a small personal fridge in the room,Hostel,Low
the bus broke down at night in an empty area and we were stranded please look into this,Transport,High
hi students are not informed when a bus trip is cancelled that day,Transport,Medium
i saw sparks coming out of the electrical socket in my hostel room i need help with this,Hostel,High
my final year project file saved on the library computer was completely wiped please look into this,Library,High
my friend has a nut allergy and the food was mislabeled and she had a reaction it has been ignored for too long,Cafeteria / Food,High
students are not informed when a bus trip is cancelled that day,Transport,Medium
my fee receipt is not generating even though payment was successful it has been ignored for too long,IT / Portal,Medium
a grab and go option would be useful for students between classes,Cafeteria / Food,Low
the admin office staff should be trained to be more helpful to students please help,Administration,Low
a rat was seen running across the food counter in the cafeteria this needs to be fixed,Cafeteria / Food,High
extra bus trips should be added during exams please help,Transport,Low
cafeteria closes 30 minutes early and students with late classes go hungry it has been ignored for too long,Cafeteria / Food,Medium
the queue system at the canteen is very unorganized,Cafeteria / Food,Low
i submitted my assignment but the portal shows it as missing i need help with this,IT / Portal,Medium
not enough seats in the library during exam season this needs to be fixed,Library,Medium
i was robbed inside the library and the security cameras were not on this needs to be fixed,Library,High
a teacher threatened to fail me because i asked a question he didnt like,Academics / Faculty,High
my grade correction request has been pending for over a week please help,Administration,Medium
mold is growing on the walls of my hostel room and i have breathing problems it has been ignored for too long,Hostel,High
the bus stop near the hostel has no shade or shelter no one has responded yet,Transport,Low
i cant upload my assignment the file size limit is too low kindly resolve this,IT / Portal,Medium
the hostel rules should be clearly posted somewhere visible please help,Hostel,Low
the notice board in the hostel has very old information on it kindly resolve this,Hostel,Low
we are being tested on topics that were never taught in class this needs to be fixed,Academics / Faculty,Medium
chunks of the library ceiling fell onto the study tables this morning kindly resolve this,Library,High
my fee payment is confirmed but the system still shows outstanding balance please help,Administration,Medium
the system wrongly submitted an empty file instead of my actual assignment this needs to be fixed,IT / Portal,High
attendance on the portal doesnt match what the teacher marked it has been ignored for too long,IT / Portal,Medium
someone is spreading false rumors about me in the department please help,Harassment,Medium
a digital display near the library entrance showing available books would help please look into this,Library,Low
hi the portal logs out automatically even during active use,IT / Portal,Low
the book i need is always marked as available but i can never find it this needs to be fixed,Library,Medium
the admin staff gave me wrong information about the document requirements kindly resolve this,Administration,Medium
the online journal access expired and we cant read research papers,Library,Medium
the portal is not opening at all and my project submission closes in 2 hours please help,IT / Portal,High
i was suspended wrongly and the admin office is not responding to my emails kindly resolve this,Administration,High
the ac in the library has not worked for a week its too hot to study kindly resolve this,Library,Medium
admin office lost my original certificates that i submitted last month kindly resolve this,Administration,High
some seniors talk down to juniors and it creates a bad environment i need help with this,Harassment,Low
i was beaten by three students near the hostel and security did nothing,Harassment,High
i saw sparks coming out of the electrical socket in my hostel room,Hostel,High
the canteen is very unhygienic tables are never wiped between customers kindly resolve this,Cafeteria / Food,Medium
extra bus trips should be added during exams kindly resolve this,Transport,Low
cold food is being served as if it is freshly cooked please help,Cafeteria / Food,Medium
ac in the university bus has not worked for a week please look into this,Transport,Medium
the printer in the library has been broken for 5 days i need help with this,Library,Medium
teacher hasnt returned our assignments for over a week no one has responded yet,Academics / Faculty,Medium
a teacher is giving better marks to students he likes and ignoring the rest of us please look into this,Harassment,Medium
the displayed bus schedule is outdated and confusing please help,Transport,Low
a senior student has been threatening me and i am scared to come to campus kindly resolve this,Harassment,High
bus arrives 40 minutes late every single day,Transport,Medium
urgent i saw sparks coming out of the electrical socket in my hostel room,Hostel,High
there should be a dedicated quiet study area in the hostel this needs to be fixed,Hostel,Low
i enrolled in the wrong section by mistake and cant change it it has been ignored for too long,IT / Portal,Medium
there should be a student support group for people who face bullying,Harassment,Low
teacher does not respond to emails even after several days it has been ignored for too long,Academics / Faculty,Medium
more charging points are needed in the library this needs to be fixed,Library,Low
the printer in the library has been broken for 5 days kindly resolve this,Library,Medium
a teacher is forcing students to buy his own book or he deducts marks this needs to be fixed,Academics / Faculty,High
the library roof is leaking badly and water is falling on books and computers kindly resolve this,Library,High
the canteen should offer a student discount card please look into this,Cafeteria / Food,Low
there are no anti harassment posters anywhere on campus this needs to be fixed,Harassment,Low
chunks of the library ceiling fell onto the study tables this morning,Library,High
it would be helpful if we could track the status of submitted requests online please help,Administration,Low
i enrolled in the wrong section by mistake and cant change it kindly resolve this,IT / Portal,Medium
it would help if bus cancellations were announced on the portal,Transport,Low
hi the library notice board is very cluttered and hard to read,Library,Low
hi a senior student keeps pressuring me to do things i am not comfortable with,Harassment,Medium
the queue system at the canteen is very unorganized please help,Cafeteria / Food,Low
the library does not have enough copies of the books on the recommended list please help,Library,Medium
teacher leaves 30 minutes early and does not finish the lecture kindly resolve this,Academics / Faculty,Medium
hi there are not enough bathrooms for the number of students in the hostel,Hostel,Medium
students in the common room are very loud and disrespectful to others it has been ignored for too long,Harassment,Low
the hostel common room has no working fans during summer,Hostel,Medium
there is no way to track the status of a complaint on the portal,IT / Portal,Low
my fee payment is confirmed but the system still shows outstanding balance no one has responded yet,Administration,Medium
the waiting area in the admin office has no chairs please look into this,Administration,Low
teacher covers too much in one class and does not check if we understand kindly resolve this,Academics / Faculty,Medium
the portal is very slow and takes forever to load any page i need help with this,IT / Portal,Medium
i ate from the cafeteria and got food poisoning i am in the medical room now no one has responded yet,Cafeteria / Food,High
the bus driver was on his phone the entire journey,Transport,High
a grab and go option would be useful for students between classes please help,Cafeteria / Food,Low
the portal should let us download our timetable as a pdf no one has responded yet,IT / Portal,Low
the van service was reduced from 3 trips to 1 without telling anyone please look into this,Transport,Medium
hi seating in the cafeteria is not enough students have to eat standing,Cafeteria / Food,Medium
urgent a student is spreading private photos of me without my permission,Harassment,High
a student is spreading private photos of me without my permission,Harassment,High
the library emergency exit is locked from the outside which is dangerous i need help with this,Library,High
someone keeps leaving offensive notes on my desk anonymously please help,Harassment,Medium
the portal shows wrong grades for two of my subjects no one has responded yet,IT / Portal,Medium
the forms at the admin office are outdated and confusing,Administration,Low
i cant update my phone number on the portal profile please look into this,IT / Portal,Low
more power sockets are needed in the hostel rooms this needs to be fixed,Hostel,Low
the food portions have gotten smaller but the prices are the same no one has responded yet,Cafeteria / Food,Medium
the portal logs out automatically even during active use no one has responded yet,IT / Portal,Low
students should be allowed to have a small personal fridge in the room please look into this,Hostel,Low
i was robbed inside the library and the security cameras were not on kindly resolve this,Library,High
library computers are very slow and keep crashing please help,Library,Medium
hi a bicycle parking area near the bus stop would be convenient,Transport,Low
library has been closed for 4 days without telling students why please help,Library,Medium
name correction request submitted 10 days ago and no update yet,Administration,Medium
a complaint or feedback option for transport would be useful please look into this,Transport,Low
the hostel entrance light is broken and it gets dark at night no one has responded yet,Hostel,Low
a classmate keeps making fun of me in front of everyone and it wont stop it has been ignored for too long,Harassment,Medium
i was robbed inside the library and the security cameras were not on please help,Library,High
hi cafeteria closes 30 minutes early and students with late classes go hungry,Cafeteria / Food,Medium
the bus is always too full and students are left behind at the stop please help,Transport,Medium
the portal design is very confusing and hard to navigate it has been ignored for too long,IT / Portal,Low
hi the syllabus was never shared at the start of the semester,Academics / Faculty,Medium
portal is down and i cant submit my assignment the deadline is today no one has responded yet,IT / Portal,High
my fee receipt is not generating even though payment was successful please look into this,IT / Portal,Medium
there should be more interaction in class instead of only lecture delivery please look into this,Academics / Faculty,Low
hi a self checkout machine would make borrowing books much faster,Library,Low
hi the trash area near the cafeteria is always messy,Cafeteria / Food,Low
the schedule shown at the stop does not match the actual timings please help,Transport,Medium
the bus route was changed and we were not informed please help,Transport,Medium
the library does not have enough copies of the books on the recommended list please look into this,Library,Medium
no hot water in the hostel for the past 4 days kindly resolve this,Hostel,Medium
hi the washing machines in the hostel have been broken for a week,Hostel,Medium
hi the bus has no working seatbelts and students are at risk,Transport,High
hi a student in my hostel is threatening me and the warden is not helping,Hostel,High
my final year project file saved on the library computer was completely wiped i need help with this,Library,High
hi i want to know what the university policy is if someone harasses a student,Harassment,Low
urgent the bus driver was on his phone the entire journey,Transport,High
the admin staff gave me wrong information about the document requirements this needs to be fixed,Administration,Medium
the displayed bus schedule is outdated and confusing i need help with this,Transport,Low
the hostel roof is leaking heavily and my belongings are getting damaged it has been ignored for too long,Hostel,High
library wifi keeps disconnecting every few minutes i need help with this,Library,Medium
bus arrives 40 minutes late every single day kindly resolve this,Transport,Medium
the bus should have a designated seat for students with disabilities this needs to be fixed,Transport,Low
the hostel common room has no working fans during summer kindly resolve this,Hostel,Medium
the syllabus was never shared at the start of the semester please look into this,Academics / Faculty,Medium
library staff are not helpful when students ask for assistance finding books this needs to be fixed,Library,Medium
hi mold is growing on the walls of my hostel room and i have breathing problems,Hostel,High
urgent the library has had no electricity for 2 days and all digital access is gone,Library,High
bus seats are very uncomfortable and need to be replaced it has been ignored for too long,Transport,Low
a female student was touched inappropriately by a staff member in the corridor this needs to be fixed,Harassment,High
teacher does not respond to emails even after several days kindly resolve this,Academics / Faculty,Medium
hi a small study table in each hostel room would be very helpful,Hostel,Low
students should be allowed to have a small personal fridge in the room kindly resolve this,Hostel,Low
it would help if teacher gave feedback on assignments not just a grade no one has responded yet,Academics / Faculty,Low
the hostel common room has no working fans during summer this needs to be fixed,Hostel,Medium
the fire alarm in the hostel has never worked since i moved in please look into this,Hostel,High
the cafeteria needs better lighting it is too dim inside it has been ignored for too long,Cafeteria / Food,Low
we have had no teacher for this subject for the past 5 days it has been ignored for too long,Academics / Faculty,Medium
we have had no teacher for this subject for the past 5 days please help,Academics / Faculty,Medium
hi there has been no electricity in my hostel block for 2 days,Hostel,High
hi hostel room was given to two students and there is a conflict,Hostel,Medium
my hostel room was given to someone else while my stuff was still in it no one has responded yet,Hostel,Medium
the hostel roof is leaking heavily and my belongings are getting damaged,Hostel,High
more variety of books related to our new courses should be added it has been ignored for too long,Library,Low
a student in my hostel is threatening me and the warden is not helping i need help with this,Hostel,High
the transport service was completely cancelled today with no notice please help,Transport,High
curfew rules in the hostel are different for different students unfairly please look into this,Hostel,Medium
the bus was so overcrowded a student fell and got injured it has been ignored for too long,Transport,High
the bus driver doesnt announce stops so new students get confused,Transport,Low
the lights in the hostel corridor have been broken for 5 days no one has responded yet,Hostel,Medium
the lighting in some parts of the library is too dim this needs to be fixed,Library,Low
library wifi keeps disconnecting every few minutes please look into this,Library,Medium
ac in the university bus has not worked for a week please help,Transport,Medium
the library closes 30 minutes early and students with late classes cant use it i need help with this,Library,Medium
the cooking area in the canteen has visible mold and is never cleaned please look into this,Cafeteria / Food,High
teacher hasnt returned our assignments for over a week it has been ignored for too long,Academics / Faculty,Medium
i was suspended wrongly and the admin office is not responding to my emails it has been ignored for too long,Administration,High
library staff are not helpful when students ask for assistance finding books please look into this,Library,Medium
i was accused of cheating but i didnt cheat and no investigation was done please look into this,Academics / Faculty,High
lecture slides have very small text and are hard to read,Academics / Faculty,Low
the wrong exam was given to our class and our result is now in question please look into this,Academics / Faculty,High
the admin office never replies to emails or picks up the phone please look into this,Administration,Medium
there is raw sewage overflowing in the hostel bathroom area i need help with this,Hostel,High
bus seats are very uncomfortable and need to be replaced kindly resolve this,Transport,Low
office hours should be extended at least during exam registration period,Administration,Low
teacher has been absent for 2 weeks and no replacement has been arranged,Academics / Faculty,High
i was marked as expelled by mistake and i have not been to any hearing it has been ignored for too long,Administration,High
i have a disability and was denied extra time in the exam without reason,Academics / Faculty,High
the forms at the admin office are outdated and confusing it has been ignored for too long,Administration,Low
it would help if bus cancellations were announced on the portal no one has responded yet,Transport,Low
the kitchen staff are not wearing gloves and touching food with bare hands,Cafeteria / Food,High
hi the printer in the library has been broken for 5 days,Library,Medium
it would help to have the cleaning schedule posted in the hostel please help,Hostel,Low
there are no anti harassment posters anywhere on campus i need help with this,Harassment,Low
hi i was robbed inside the library and the security cameras were not on,Library,High
the portal doesnt work on my phone at all only on laptop please look into this,IT / Portal,Medium
my enrollment was cancelled without any warning and i found out from a friend kindly resolve this,Administration,High
the wrong exam was given to our class and our result is now in question this needs to be fixed,Academics / Faculty,High
the water coming from the tap in the hostel is brown and smells bad kindly resolve this,Hostel,High
teacher gives assignments without clear instructions on what is expected please help,Academics / Faculty,Low
prices went up suddenly with no notice and no explanation this needs to be fixed,Cafeteria / Food,Medium
the bus skips our stop sometimes without any explanation this needs to be fixed,Transport,Medium
it would help if bus cancellations were announced on the portal kindly resolve this,Transport,Low
more power sockets are needed in the hostel rooms please help,Hostel,Low
prices went up suddenly with no notice and no explanation please help,Cafeteria / Food,Medium
the bus is always too full and students are left behind at the stop please look into this,Transport,Medium
my enrollment was cancelled without any warning and i found out from a friend please look into this,Administration,High
search on the portal is not useful it never finds what i need,IT / Portal,Low
someone is spreading false rumors about me in the department kindly resolve this,Harassment,Medium
the kitchen staff are not wearing gloves and touching food with bare hands it has been ignored for too long,Cafeteria / Food,High
canteen staff are rude and dismissive when students have complaints,Cafeteria / Food,Medium
i feel discriminated against by a teacher based on where i am from please look into this,Harassment,Medium
found a cockroach inside my food at the canteen,Cafeteria / Food,High
hi the book i need is always marked as available but i can never find it,Library,Medium
admin should clearly display how long each process takes it has been ignored for too long,Administration,Low
my degree was issued with the wrong name and admin is refusing to correct it no one has responded yet,Administration,High
hi a student fainted in the library due to heat and no staff came to help,Library,High
teacher does not respond to emails even after several days no one has responded yet,Academics / Faculty,Medium
hi the ac in the library has not worked for a week its too hot to study,Library,Medium
the mid term results were never announced and exams are next week,Academics / Faculty,Medium
i was robbed inside the library and the security cameras were not on,Library,High
the cafeteria menu should have more variety it has been ignored for too long,Cafeteria / Food,Low
the transport service was completely cancelled today with no notice this needs to be fixed,Transport,High
lecture slides have very small text and are hard to read kindly resolve this,Academics / Faculty,Low
teacher uses very old examples that are not relevant to current topics please look into this,Academics / Faculty,Low
the portal shows wrong grades for two of my subjects this needs to be fixed,IT / Portal,Medium
the kitchen staff are not wearing gloves and touching food with bare hands i need help with this,Cafeteria / Food,High
the library has had no electricity for 2 days and all digital access is gone it has been ignored for too long,Library,High
hi the schedule shown at the stop does not match the actual timings,Transport,Medium
i reported bullying last week but no one has followed up with me,Harassment,Medium
teacher has been absent for 2 weeks and no replacement has been arranged no one has responded yet,Academics / Faculty,High
i was marked as expelled by mistake and i have not been to any hearing i need help with this,Administration,High
i was wrongly charged double fees and the finance office is not responding it has been ignored for too long,Administration,High
the cafeteria wifi is very weak and doesnt work inside please look into this,Cafeteria / Food,Low
a rat was seen running across the food counter in the cafeteria no one has responded yet,Cafeteria / Food,High
there should be a mobile app for the student portal no one has responded yet,IT / Portal,Low
the lms keeps logging me out every few minutes please look into this,IT / Portal,Medium
i was marked as expelled by mistake and i have not been to any hearing please help,Administration,High
my account got hacked and someone changed my password i cant login kindly resolve this,IT / Portal,High
urgent i missed a job application because the admin office delayed my transcript for 3 weeks,Administration,High
hi i cant update my phone number on the portal profile,IT / Portal,Low
the driver drives through red signals and students are scared to speak up i need help with this,Transport,High
the library was locked during announced open hours and students had no access this needs to be fixed,Library,High
my group members are excluding me from everything and not sharing project work please look into this,Harassment,Medium
hi my teacher failed me on purpose because i complained about him last semester,Harassment,High
some students use offensive language in class and it makes me uncomfortable this needs to be fixed,Harassment,Low
a bicycle parking area near the bus stop would be convenient no one has responded yet,Transport,Low
my roommate in the hostel is constantly harassing me and the warden ignores it kindly resolve this,Harassment,Medium
we have had no teacher for this subject for the past 5 days kindly resolve this,Academics / Faculty,Medium
the bus has no working seatbelts and students are at risk this needs to be fixed,Transport,High
hi the queue at the admin office is very disorganized,Administration,Low
my course enrollment shows errors but admin says they cant fix it now please help,Administration,Medium
urgent a female student was harassed by the van driver and she is scared,Transport,High
the mid term results were never announced and exams are next week please help,Academics / Faculty,Medium
hi the deadline for document submission was not announced and i missed it,Administration,Medium
my hostel room was given to someone else while my stuff was still in it it has been ignored for too long,Hostel,Medium
a teacher shared the exam paper with some students before the test this needs to be fixed,Academics / Faculty,High
library has been closed for 4 days without telling students why it has been ignored for too long,Library,Medium
the portal is not opening at all and my project submission closes in 2 hours this needs to be fixed,IT / Portal,High
the book i need is always marked as available but i can never find it kindly resolve this,Library,Medium
hi the exam portal crashed during my online test and my answers were lost,IT / Portal,High
the waiting area in the admin office has no chairs please help,Administration,Low
i was suspended wrongly and the admin office is not responding to my emails i need help with this,Administration,High
hi some students use offensive language in class and it makes me uncomfortable,Harassment,Low
someone keeps leaving offensive notes on my desk anonymously i need help with this,Harassment,Medium
hi there should be a mobile app for the student portal,IT / Portal,Low
my friend has a nut allergy and the food was mislabeled and she had a reaction this needs to be fixed,Cafeteria / Food,High
the portal should let us download our timetable as a pdf it has been ignored for too long,IT / Portal,Low
hi found a cockroach inside my food at the canteen,Cafeteria / Food,High
urgent my degree was issued with the wrong name and admin is refusing to correct it,Administration,High
no halal options are available at the main cafeteria,Cafeteria / Food,Medium
a classmate records me during lectures without my knowledge or permission,Harassment,Medium
i was robbed inside the library and the security cameras were not on i need help with this,Library,High
the course outline on the portal does not match what is being taught this needs to be fixed,Academics / Faculty,Low
my final year project file saved on the library computer was completely wiped kindly resolve this,Library,High
my teacher failed me on purpose because i complained about him last semester please look into this,Harassment,High
extra bus trips should be added during exams,Transport,Low
my scholarship money has not arrived for 2 months and i cant pay rent this needs to be fixed,Administration,High
urgent there is raw sewage overflowing in the hostel bathroom area,Hostel,High
my final year project file saved on the library computer was completely wiped no one has responded yet,Library,High
the paint in the hostel rooms is very old and peeling please help,Hostel,Low
there is no clear information on campus about where to go if harassed it has been ignored for too long,Harassment,Low
the notice board in the hostel has very old information on it need help,Hostel,Low
hi my friend has a nut allergy and the food was mislabeled and she had a reaction,Cafeteria / Food,High
the book i need is always marked as available but i can never find it i need help with this,Library,Medium
a teacher threatened to fail me if i told anyone what he said to me this needs to be fixed,Harassment,High
the cafeteria wifi is very weak and doesnt work inside no one has responded yet,Cafeteria / Food,Low
the portal should have a dark mode option it has been ignored for too long,IT / Portal,Low
the portal doesnt work on my phone at all only on laptop no one has responded yet,IT / Portal,Medium
the bus skips our stop sometimes without any explanation kindly resolve this,Transport,Medium
hi the course outline on the portal does not match what is being taught,Academics / Faculty,Low
a classmate keeps making fun of me in front of everyone and it wont stop i need help with this,Harassment,Medium
teacher should use more examples to explain difficult topics,Academics / Faculty,Low
the driver was clearly not well and was driving in a dangerous manner no one has responded yet,Transport,High
library has been closed for 4 days without telling students why kindly resolve this,Library,Medium
there is toxic mold in the library reading room and students are coughing no one has responded yet,Library,High
hi i need a bonafide letter urgently but the office says it will take 2 weeks,Administration,Medium
a teacher is forcing students to buy his own book or he deducts marks no one has responded yet,Academics / Faculty,High
the hostel common room needs better furniture this needs to be fixed,Hostel,Low
i missed a job application because the admin office delayed my transcript for 3 weeks no one has responded yet,Administration,High
i was marked as expelled by mistake and i have not been to any hearing kindly resolve this,Administration,High
the hostel rules should be clearly posted somewhere visible this needs to be fixed,Hostel,Low
library staff are not helpful when students ask for assistance finding books kindly resolve this,Library,Medium
the schedule shown at the stop does not match the actual timings,Transport,Medium
my course enrollment shows errors but admin says they cant fix it now please look into this,Administration,Medium
search on the portal is not useful it never finds what i need it has been ignored for too long,IT / Portal,Low
my login is being used from another device and i never shared my password please look into this,IT / Portal,High
i ate from the cafeteria and got food poisoning i am in the medical room now,Cafeteria / Food,High
my final result shows fail but i passed all my assessments,Academics / Faculty,High
more storage space is needed in the hostel rooms please help,Hostel,Low
students should be allowed to have a small personal fridge in the room this needs to be fixed,Hostel,Low
the library notice board is very cluttered and hard to read it has been ignored for too long,Library,Low
the hostel generator doesnt turn on during load shedding no one has responded yet,Hostel,Medium
hi i cant upload my assignment the file size limit is too low,IT / Portal,Medium
hi the hostel common room has no working fans during summer,Hostel,Medium
there are no vegetarian options available at the cafeteria kindly resolve this,Cafeteria / Food,Medium
my thesis supervisor disappeared and is not responding since 3 weeks no one has responded yet,Academics / Faculty,High
the washing machines in the hostel have been broken for a week,Hostel,Medium
a rat was seen running across the food counter in the cafeteria i need help with this,Cafeteria / Food,High
